Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Magnitude_Text,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes
Marine,Toxics,Mercury,MERCURY,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,1.8,1.8,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Mercury,MERCURY,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.94,0.94,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,40,40,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.03,0.03,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.03,0.03,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Methyl Bromide,METHYL BROMIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,48,48,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Methyl Bromide,METHYL BROMIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,4000,4000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Methyl-4, 6-dinitrophenol, 2-","4,6-DINITRO-O-CRESOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,13.4,13.4,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Methyl-4, 6-dinitrophenol, 2-","4,6-DINITRO-O-CRESOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,765,765,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Methylene Chloride (Dichloromethane),METHYLENE CHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.001,0.001,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.001,0.001,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Molybdenum,MOLYBDENUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Monochloro-benzene,CHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Nickel,NICKEL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Nickel,NICKEL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Nickel,NICKEL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,4600,4600,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Nickel,NICKEL,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,610,610,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Nickel,NICKEL,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Marine,Toxics,Nickel,NICKEL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,74,74,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Nickel,NICKEL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,8.2,8.2,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Nitrate,NITRATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10000,10000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Nitrate and Nitrite,NITRATE?+?NITRITE,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10000,10000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Nitrite,NITRITE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1000,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Nitrobenzene,NITROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,17,17,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Nitrobenzene,NITROBENZENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,1900,1900,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,28,28,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,6.6,6.6,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,7,7,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,1.7,1.7,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Oxamyl (Vydate),OXAMYL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Parathion,PARATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.065,0.065,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Parathion,PARATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0013,0.0013,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Pentachloro-benzene,PENTACHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,3.5,3.5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Pentachloro-benzene,PENTACHLOROBENZENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,4.1,4.1,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,pH dependent; e(1.005(pH)-4.869),,CALM,Aquatic Life,,
Freshwater,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,pH dependent; e(1.005(pH)-5.134),,CALM,Aquatic Life,,
Marine,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,13,13,ug/L,Maximum,1 in most recent 3 years,1-hour average,pH dependent; e(1.005(pH)-4.869),,CALM,Aquatic Life,,
Marine,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,7.9,7.9,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,pH dependent; e(1.005(pH)-5.134),,CALM,Aquatic Life,,
Freshwater,Toxics,Phenol,PHENOL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,21000,21000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Phenol,PHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,4600000,4600000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Marine,Toxics,Phosphorus (elemental),PHOSPHORUS,Total,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.1,0.1,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Picloram,PICLORAM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,500,500,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,0.5,0.5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.014,0.014,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.03,0.03,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,24-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Pyrene,PYRENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,960,960,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,Pyrene,PYRENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,11000,11000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Radium-226 and -228 (combined),RADIUM-226/228,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,pCi/l,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Selenium,SELENIUM,Total Recoverable  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,20,20,ug/L,Maximum,1 in most recent 3 years,1-hour average,"No value listed in table, where did 20 come from? EPA?",AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Selenium,SELENIUM,Total Recoverable  ,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,5,5,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Selenium,SELENIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,11000,11000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,170,170,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,20,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,
Marine,Toxics,Selenium,SELENIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,290,290,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Selenium,SELENIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,71,71,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Silver,SILVER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Silver,SILVER,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,1.9,1.9,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Simazine,SIMAZINE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,4,4,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Strontium-90,STRONTIUM-90,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,8,8,pCi/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Styrene,STYRENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Tetrachloro-ethylene,TETRACHLOROETHYLENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Thallium,THALLIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2,2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Thallium,THALLIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1.7,1.7,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Marine,Toxics,Thallium,THALLIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,6.3,6.3,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Toluene,TOLUENE,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1000,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing","Removed ""dissolved"" as fraction"
Freshwater,Toxics,Toluene,TOLUENE,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,6800,6800,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,"Removed ""dissolved"" as fraction"
Marine,Toxics,Toluene,TOLUENE,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,200000,200000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,"Removed ""dissolved"" as fraction"
Freshwater,Toxics,Total Trihalomethanes,"TRIHALOMETHANES (FOUR), TOTAL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,80,80,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,3,3,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.73,0.73,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0002,0.0002,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.21,0.21,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0002,0.0002,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.46,0.46,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Freshwater,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.072,0.072,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Marine,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,0.42,0.42,ug/L,Maximum,1 in most recent 3 years,1-hour average,,,CALM,Aquatic Life,,
Marine,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,0.0074,0.0074,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,,CALM,Aquatic Life,,
Freshwater,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,70,70,ug/L,Maximum,Not to exceed,30-day arithmetic average,,Mean of most recent 3 years not to exceed,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,260,260,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,940,940,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"Trichloroethane 1, 1, 1-","1,1,1-TRICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,200,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Trichloroethane 1, 1, 2-","1,1,2-TRICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Trichloro-ethylene,TRICHLOROETHYLENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,"Trichlorophenol 2, 4, 5-","2,4,5-TRICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2600,9800,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Trichlorophenol 2, 4, 5-","2,4,5-TRICHLOROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2600,9800,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,"(Trichloro-phenoxy 2, 4, 5-TP)-Proprionic Acid (2, 4, 5-TP)",SILVEX,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,50,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
