Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes,AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed_Num,Exceed_Freq,Exceed,Binomial_Value,Exceed_Binomial
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Chronic,150,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,42,37,6,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,0,-Inf,No,5,No
Freshwater,Toxics,Arsenic,ARSENIC,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,10,ug/L,Maximum,Not to exceed,Daily average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,NA,changed from 30-day average to daily average 4/11/25,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,100,ug/L,Maximum,Not to exceed,Daily average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,NA,changed from 30-day average to daily average 4/11/25,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,42,37,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,100,ug/L,Maximum,Not to exceed,Daily average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,NA,changed from 30-day average to daily average 4/11/25,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,42,37,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,Daily average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,NA,changed from 30-day average to daily average 4/11/25,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,42,37,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Arsenic,ARSENIC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,Daily average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,NA,changed from 30-day average to daily average 4/11/25,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,42,37,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,5,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,50,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Acute,860,mg/L,Maximum,1 in most recent 3 years,1-hour average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,MG/L,DISSOLVED,51,44,6,2 years,5,2,5,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Chronic,230,mg/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,MG/L,DISSOLVED,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,-Inf,No,6,No
Freshwater,Toxics,Chloride,CHLORIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Chronic,230,mg/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,Applies to dissolved chloride when associated with sodium,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,MG/L,DISSOLVED,51,44,6,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,0,-Inf,No,6,No
Freshwater,Toxics,Chromium,CHROMIUM,Total Recoverable,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL RECOVERABLE,27,24,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Chromium,CHROMIUM,Total Recoverable,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL RECOVERABLE,27,24,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cobalt,COBALT,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Copper,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,3,2,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Copper,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,4000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Fluoride,FLUORIDE,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Iron,IRON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Chronic,1000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,-Inf,No,5,No
Freshwater,Toxics,Iron,IRON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,Chronic,1000,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,NA,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,18,2,18,Yes,Yes,Yes,Hardness dependency not applicable.,0,-Inf,No,5,No
Freshwater,Toxics,Iron,IRON,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,4,3,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,4,3,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,24,22,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,24,22,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,4,3,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,4,3,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,24,22,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,24,22,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lithium,LITHIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,2500,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,NA,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Molybdenum,MOLYBDENUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,NA,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Nickel,NICKEL,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,49,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Nitrate,NITRATE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,10000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,102,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,170,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,170,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,TOTAL,51,44,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,50,43,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Vanadium,VANADIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,NA,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,48,41,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Zinc,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,2000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,UG/L,DISSOLVED,6,4,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Zinc,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,2000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_1010504_005,Unuk River,STREAM,River,UG/L,DISSOLVED,39,35,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,MG/L,NA,6,4,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,0,No,1,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_1010504_005,Unuk River,RIVER/STREAM,River,MG/L,NA,6,4,1,2 years,10,2,10,No,No,No,Hardness dependency not applicable.,0,0,No,1,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_1010504_005,Unuk River,STREAM,River,MG/L,NA,158,41,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,15,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_1010504_005,Unuk River,STREAM,River,MG/L,NA,158,41,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,15,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,17,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_9030423_034,Yukon River,STREAM,River,MG/L,NA,35,35,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,7,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,17,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_9030423_034,Yukon River,STREAM,River,MG/L,NA,35,35,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,7,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,110,%,Maximum,10%,Daily average,NA,AK DEQ SWQS,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_9030423_034,Yukon River,STREAM,River,MG/L,NA,35,35,6,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,7,No
