AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,61,61,5,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,61,61,5,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,61,61,5,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,61,61,5,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,61,61,5,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,61,61,5,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_001,Mountain Pt Cultural Food Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,51,51,4,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,51,51,4,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,51,51,4,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,51,51,4,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,51,51,4,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,51,51,4,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1010208_002,Mountain Pt Surprise Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,26,26,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,8,8,1,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,9,9,1,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,No,No,No,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,9,9,1,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,9,9,1,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,9,9,1,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_B_1021001_001,Sandy Beach Park Petersburg,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,9,9,1,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,ENTEROCOCCUS,MPN/100ML,,29,28,2,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,28,28,2,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,28,28,2,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,28,28,2,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,28,28,2,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,28,28,2,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_001,Cannery Point,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,ENTEROCOCCUS,MPN/100ML,,40,27,2,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,40,28,2,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,40,28,2,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,40,28,2,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,40,28,2,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,FECAL COLIFORM,CFU/100ML,,40,28,2,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1021109_003,Garteeni Harbor Way beach,BEACH PROGRAM SITE-OCEAN,Marine,TURBIDITY,NTU,,28,28,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,DISSOLVED OXYGEN (DO),MG/L,,83,17,1,Marine,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,DISSOLVED OXYGEN (DO),MG/L,,83,17,1,Marine,,Dissolved Gas,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,DISSOLVED OXYGEN (DO),MG/L,,83,17,1,Marine,,Dissolved Gas,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,DISSOLVED OXYGEN (DO),MG/L,,83,17,1,Marine,,Dissolved Gas,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,DISSOLVED OXYGEN (DO),MG/L,,83,17,1,Marine,,Dissolved Gas,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,70,14,1,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,70,14,1,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,No,No,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,70,14,1,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,70,14,1,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,70,14,1,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,70,14,1,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,83,17,1,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,83,17,1,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_1030305_002,Skagway Beaches,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,83,17,1,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,35,35,3,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,35,35,3,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,35,35,3,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,35,35,3,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,35,35,3,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_001,Kenai River Gull Rookery 1 Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,35,35,3,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,72,50,5,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,18,18,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,18,18,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_002,North Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,18,18,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,72,50,5,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,72,50,5,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,16,16,2,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,16,16,2,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_003,South Kenai Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,16,16,2,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,37,37,3,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,39,38,3,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,39,38,3,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,39,38,3,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,39,38,3,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,39,38,3,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,13,13,1,Marine,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,13,13,1,Marine,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_2030218_004,Warren Ames Bridge Beach,BEACH PROGRAM SITE-OCEAN,Beach,TURBIDITY,NTU,,13,13,1,Marine,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,53,37,3,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,50,36,3,Marine,,Bacteria,HARVESTING FOR CONSUMPTION OF RAW MOLLUSKS OR OTHER RAW AQUATIC LIFE,,,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,50,36,3,Marine,,Bacteria,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,50,36,3,Marine,,Bacteria,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,50,36,3,Marine,,Bacteria,WATER SUPPLY,SEAFOOD PROCESSING,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2030218_005,Kenai River Gull Rookery 2,BEACH PROGRAM SITE-OCEAN,Beach,FECAL COLIFORM,CFU/100ML,,50,36,3,Marine,,Bacteria,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_B_2070115_001,Buskin Beach,BEACH PROGRAM SITE-OCEAN,Beach,ENTEROCOCCUS,MPN/100ML,,9,9,1,Marine,,Bacteria,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,No,No,No,Hardness dependency not applicable.
